4,-2,2
4,-2,2
3.96803,-2.02399,2.02075
3.93618,-2.0479,2.04136
3.90444,-2.07175,2.06184
3.87283,-2.09552,2.08217
3.84133,-2.11922,2.10237
3.80996,-2.14285,2.12243
3.7787,-2.1664,2.14235
3.74755,-2.18989,2.16213
3.71653,-2.2133,2.18178
3.68562,-2.23664,2.20129
3.65483,-2.25991,2.22066
3.62415,-2.28311,2.2399
3.59359,-2.30623,2.25901
3.56314,-2.32929,2.27798
3.5328,-2.35227,2.29681
3.50259,-2.37518,2.31551
3.47248,-2.39802,2.33407
3.44249,-2.42079,2.35251
3.4126,-2.44349,2.3708
3.38284,-2.46612,2.38897
3.35318,-2.48867,2.407
3.32363,-2.51116,2.4249
3.2942,-2.53357,2.44267
3.26488,-2.55591,2.4603
3.23566,-2.57818,2.47781
3.20656,-2.60038,2.49518
3.17756,-2.62251,2.51242
3.14868,-2.64457,2.52953
3.1199,-2.66656,2.54652
3.09123,-2.68847,2.56337
3.06267,-2.71032,2.58009
3.03421,-2.7321,2.59668
3.00587,-2.7538,2.61315
2.97763,-2.77544,2.62948
2.94949,-2.797,2.64569
2.92146,-2.81849,2.66177
2.89354,-2.83992,2.67773
2.86572,-2.86127,2.69355
2.838,-2.88255,2.70925
2.81039,-2.90376,2.72482
2.78289,-2.92491,2.74027
2.75548,-2.94598,2.75559
2.72818,-2.96698,2.77078
2.70098,-2.98791,2.78585
2.67389,-3.00877,2.8008
2.64689,-3.02957,2.81562
2.62,-3.05029,2.83031
2.59321,-3.07094,2.84488
2.56651,-3.09152,2.85933
2.53992,-3.11204,2.87366
2.51343,-3.13248,2.88786
2.48704,-3.15285,2.90194
2.46075,-3.17316,2.9159
2.43455,-3.19339,2.92973
2.40845,-3.21356,2.94344
2.38246,-3.23365,2.95704
2.35655,-3.25368,2.97051
2.33075,-3.27363,2.98386
2.30504,-3.29352,2.99709
2.27943,-3.31334,3.0102
2.25392,-3.33309,3.02319
2.2285,-3.35277,3.03606
2.20317,-3.37238,3.04882
2.17794,-3.39192,3.06145
2.15281,-3.4114,3.07396
2.12777,-3.4308,3.08636
2.10282,-3.45014,3.09864
2.07797,-3.4694,3.1108
2.05321,-3.4886,3.12285
2.02854,-3.50773,3.13478
2.00396,-3.52679,3.14659
1.97948,-3.54578,3.15829
1.95509,-3.5647,3.16987
1.93079,-3.58356,3.18133
1.90658,-3.60234,3.19268
1.88246,-3.62106,3.20392
1.85843,-3.63971,3.21504
1.83449,-3.65829,3.22604
1.81064,-3.67681,3.23693
1.78688,-3.69525,3.24771
1.7632,-3.71363,3.25838
1.73962,-3.73194,3.26893
1.71612,-3.75018,3.27937
1.69271,-3.76835,3.2897
1.66939,-3.78645,3.29991
1.64616,-3.80449,3.31002
1.62301,-3.82246,3.32001
1.59995,-3.84036,3.32989
1.57697,-3.85819,3.33966
1.55408,-3.87596,3.34933
1.53127,-3.89366,3.35888
1.50855,-3.91129,3.36832
1.48592,-3.92885,3.37765
1.46336,-3.94635,3.38687
1.4409,-3.96377,3.39598
1.41851,-3.98114,3.40499
1.39621,-3.99843,3.41389
1.37399,-4.01566,3.42268
1.35185,-4.03281,3.43136
1.3298,-4.04991,3.43993
1.30783,-4.06693,3.4484
1.28593,-4.08389,3.45676
1.26412,-4.10078,3.46502
1.24239,-4.1176,3.47317
1.22074,-4.13436,3.48121
1.19917,-4.15105,3.48915
1.17768,-4.16767,3.49698
1.15627,-4.18423,3.50471
1.13494,-4.20072,3.51233
1.11369,-4.21714,3.51985
1.09252,-4.2335,3.52727
1.07142,-4.24979,3.53458
1.0504,-4.26602,3.54179
1.02946,-4.28217,3.5489
1.0086,-4.29826,3.5559
0.987811,-4.31429,3.5628
0.9671,-4.33025,3.5696
0.946466,-4.34614,3.5763
0.925907,-4.36197,3.5829
0.905424,-4.37773,3.58939
0.885017,-4.39342,3.59579
0.864684,-4.40905,3.60209
0.844425,-4.42461,3.60828
0.824241,-4.44011,3.61438
0.804131,-4.45554,3.62037
0.784094,-4.4709,3.62627
0.764131,-4.4862,3.63207
0.744241,-4.50144,3.63777
0.724423,-4.5166,3.64337
0.704678,-4.53171,3.64887
0.685005,-4.54674,3.65428
0.665403,-4.56172,3.65959
0.645873,-4.57662,3.6648
0.626414,-4.59146,3.66992
0.607026,-4.60624,3.67494
0.587709,-4.62095,3.67986
0.568461,-4.63559,3.68469
0.549283,-4.65017,3.68942
0.530176,-4.66469,3.69406
0.511137,-4.67914,3.6986
0.492168,-4.69352,3.70305
0.473267,-4.70784,3.7074
0.454434,-4.7221,3.71166
0.43567,-4.73629,3.71583
0.416974,-4.75042,3.7199
0.398345,-4.76448,3.72388
0.379784,-4.77848,3.72777
0.361289,-4.79241,3.73156
0.342861,-4.80627,3.73527
0.3245,-4.82008,3.73888
0.306204,-4.83382,3.7424
0.287975,-4.84749,3.74583
0.269811,-4.8611,3.74916
0.251712,-4.87465,3.75241
0.233678,-4.88813,3.75557
0.215709,-4.90155,3.75864
0.197804,-4.9149,3.76162
0.179963,-4.92819,3.7645
0.162186,-4.94142,3.7673
0.144473,-4.95458,3.77001
0.126822,-4.96768,3.77264
0.109235,-4.98071,3.77517
0.0917103,-4.99368,3.77762
